"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"990","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2011–12","Emergency",3129,86,"80%"
"991","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2012–13","Emergency",2827,87,"83%"
"992","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2013–14","Emergency",3151,87,"85%"
"993","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2014–15","Emergency",3301,91,"83%"
"994","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2015–16","Emergency",3509,89,"83%"
"995","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2016–17","Emergency",3380,88,"81%"
"996","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2017–18","Emergency",3506,86,"80%"
"997","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2018–19","Emergency",4152,84,"79%"
"998","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2019–20","Emergency",4506,85,"77%"
"999","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2011–12","Non-Urgent",2958,NA,"88%"
"1000","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2012–13","Non-Urgent",3156,81,"90%"
"1001","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2013–14","Non-Urgent",3140,83,"91%"
"1002","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2014–15","Non-Urgent",3350,89,"92%"
"1003","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2015–16","Non-Urgent",2641,88,"92%"
"1004","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2016–17","Non-Urgent",3221,90,"91%"
"1005","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2017–18","Non-Urgent",3647,90,"91%"
"1006","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2018–19","Non-Urgent",3626,93,"91%"
"1007","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2019–20","Non-Urgent",3694,90,"92%"
"1008","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2011–12","Resuscitation",274,100,"100%"
"1009","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2012–13","Resuscitation",247,100,"100%"
"1010","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2013–14","Resuscitation",259,100,"100%"
"1011","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2014–15","Resuscitation",254,100,"100%"
"1012","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2015–16","Resuscitation",218,100,"100%"
"1013","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2016–17","Resuscitation",179,100,"100%"
"1014","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2017–18","Resuscitation",168,100,"100%"
"1015","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2018–19","Resuscitation",191,100,"100%"
"1016","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2019–20","Resuscitation",189,100,"100%"
"1017","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2011–12","Semi-Urgent",11829,62,"71%"
"1018","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2012–13","Semi-Urgent",11690,60,"74%"
"1019","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2013–14","Semi-Urgent",11264,65,"75%"
"1020","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2014–15","Semi-Urgent",11884,70,"74%"
"1021","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2015–16","Semi-Urgent",11659,66,"73%"
"1022","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2016–17","Semi-Urgent",12996,70,"73%"
"1023","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2017–18","Semi-Urgent",14383,71,"73%"
"1024","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2018–19","Semi-Urgent",16099,74,"73%"
"1025","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2019–20","Semi-Urgent",16929,71,"75%"
"1026","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2011–12","Urgent",8846,62,"70%"
"1027","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2012–13","Urgent",8852,62,"74%"
"1028","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2013–14","Urgent",9161,65,"75%"
"1029","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2014–15","Urgent",9960,67,"74%"
"1030","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2015–16","Urgent",10294,61,"71%"
"1031","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2016–17","Urgent",11342,70,"71%"
"1032","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2017–18","Urgent",11615,71,"70%"
"1033","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2018–19","Urgent",12711,65,"68%"
"1034","Lismore Base Hospital","Hospital","NSW","Large regional hospitals","2019–20","Urgent",13615,68,"70%"
"1035","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Emergency",2332,79,"79%"
"1036","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Emergency",3011,81,"81%"
"1037","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Emergency",4253,83,"83%"
"1038","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Emergency",5260,82,"80%"
"1039","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Emergency",6040,84,"77%"
"1040","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Emergency",7942,83,"79%"
"1041","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Emergency",8287,82,"77%"
"1042","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Emergency",8251,78,"75%"
"1043","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Emergency",7699,73,"71%"
"1044","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Non-Urgent",6324,NA,"91%"
"1045","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Non-Urgent",5850,NA,"92%"
"1046","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Non-Urgent",5971,NA,"92%"
"1047","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Non-Urgent",6326,NA,"91%"
"1048","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Non-Urgent",5879,NA,"91%"
"1049","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Non-Urgent",3761,84,"90%"
"1050","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Non-Urgent",3350,81,"90%"
"1051","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Non-Urgent",3386,81,"89%"
"1052","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Non-Urgent",6046,80,"90%"
"1053","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Resuscitation",94,100,"99%"
"1054","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Resuscitation",79,100,"100%"
"1055","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Resuscitation",87,100,"100%"
"1056","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Resuscitation",106,100,"99%"
"1057","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Resuscitation",110,100,"100%"
"1058","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Resuscitation",81,100,"100%"
"1059","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Resuscitation",119,100,"100%"
"1060","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Resuscitation",113,100,"100%"
"1061","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Resuscitation",145,100,"100%"
"1062","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Semi-Urgent",23916,66,"69%"
"1063","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Semi-Urgent",24069,70,"71%"
"1064","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Semi-Urgent",23214,67,"74%"
"1065","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Semi-Urgent",22204,66,"73%"
"1066","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Semi-Urgent",22887,71,"72%"
"1067","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Semi-Urgent",18211,67,"73%"
"1068","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Semi-Urgent",17100,66,"72%"
"1069","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Semi-Urgent",17777,61,"71%"
"1070","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Semi-Urgent",21385,62,"74%"
"1071","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Urgent",8986,70,"67%"
"1072","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Urgent",9648,72,"66%"
"1073","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Urgent",9788,68,"68%"
"1074","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Urgent",10358,65,"66%"
"1075","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Urgent",11232,71,"65%"
"1076","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Urgent",12295,71,"65%"
"1077","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Urgent",12593,72,"63%"
"1078","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Urgent",14042,67,"63%"
"1079","Maitland Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Urgent",14209,64,"67%"
"1080","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Emergency",2432,71,"81%"
"1081","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Emergency",2745,80,"84%"
"1082","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Emergency",2748,84,"84%"
"1083","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Emergency",2967,88,"80%"
"1084","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Emergency",3340,89,"77%"
"1085","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Emergency",3832,93,"76%"
"1086","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Emergency",3847,92,"77%"
"1087","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Emergency",1220,92,"76%"
"1088","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Non-Urgent",2347,93,"89%"
"1089","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Non-Urgent",2198,96,"90%"
"1090","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Non-Urgent",2107,94,"92%"
"1091","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Non-Urgent",1828,97,"92%"
"1092","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Non-Urgent",1680,97,"92%"
"1093","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Non-Urgent",1237,97,"92%"
"1094","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Non-Urgent",1404,97,"92%"
"1095","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Non-Urgent",401,98,"91%"
"1096","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Resuscitation",98,100,"100%"
"1097","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Resuscitation",101,100,"100%"
"1098","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Resuscitation",100,100,"100%"
"1099","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Resuscitation",122,100,"100%"
"1100","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Resuscitation",132,100,"100%"
"1101","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Resuscitation",165,100,"100%"
"1102","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Resuscitation",179,100,"100%"
"1103","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Resuscitation",56,100,"100%"
"1104","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Semi-Urgent",8765,82,"66%"
"1105","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Semi-Urgent",9113,84,"68%"
"1106","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Semi-Urgent",10014,84,"72%"
"1107","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Semi-Urgent",9740,88,"72%"
"1108","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Semi-Urgent",9668,90,"73%"
"1109","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Semi-Urgent",9505,89,"73%"
"1110","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Semi-Urgent",9998,89,"72%"
"1111","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Semi-Urgent",3031,93,"71%"
"1112","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Urgent",9046,78,"62%"
"1113","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Urgent",9357,85,"63%"
"1114","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Urgent",9168,84,"65%"
"1115","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Urgent",9118,85,"63%"
"1116","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Urgent",8782,87,"63%"
"1117","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Urgent",9253,88,"61%"
"1118","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Urgent",9517,88,"60%"
"1119","Manly Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Urgent",3016,91,"59%"
"1120","Manning Hospital","Hospital","NSW","Large regional hospitals","2011–12","Emergency",3002,78,"80%"
"1121","Manning Hospital","Hospital","NSW","Large regional hospitals","2012–13","Emergency",3662,85,"83%"
"1122","Manning Hospital","Hospital","NSW","Large regional hospitals","2013–14","Emergency",3719,94,"85%"
"1123","Manning Hospital","Hospital","NSW","Large regional hospitals","2014–15","Emergency",3972,95,"83%"
"1124","Manning Hospital","Hospital","NSW","Large regional hospitals","2015–16","Emergency",4945,94,"83%"
"1125","Manning Hospital","Hospital","NSW","Large regional hospitals","2016–17","Emergency",5150,87,"81%"
"1126","Manning Hospital","Hospital","NSW","Large regional hospitals","2017–18","Emergency",5361,79,"80%"
"1127","Manning Hospital","Hospital","NSW","Large regional hospitals","2018–19","Emergency",5545,73,"79%"
"1128","Manning Hospital","Hospital","NSW","Large regional hospitals","2019–20","Emergency",5274,89,"77%"
"1129","Manning Hospital","Hospital","NSW","Large regional hospitals","2011–12","Non-Urgent",3046,84,"88%"
"1130","Manning Hospital","Hospital","NSW","Large regional hospitals","2012–13","Non-Urgent",3612,89,"90%"
"1131","Manning Hospital","Hospital","NSW","Large regional hospitals","2013–14","Non-Urgent",4054,90,"91%"
"1132","Manning Hospital","Hospital","NSW","Large regional hospitals","2014–15","Non-Urgent",4443,93,"92%"
